product_id,dates,price,product_tag,sales,city,user_id
4486,03/01/2013,324.91,Electronics,62,New York,23161
4486,15/01/2013,324.91,Electronics,62,New York,23161
4486,28/01/2013,324.91,Electronics,62,New York,23161
4486,09/02/2013,324.91,Electronics,62,New York,23161
4486,22/02/2013,324.91,Electronics,62,New York,23161
4486,07/03/2013,324.91,Electronics,62,New York,23161
4486,19/03/2013,324.91,Electronics,62,New York,23161
4486,01/04/2013,324.91,Electronics,62,New York,23161
4486,14/04/2013,324.91,Electronics,62,New York,23161
4486,26/04/2013,324.91,Electronics,62,New York,23161
4486,09/05/2013,324.91,Electronics,62,New York,23161
4486,21/05/2013,324.91,Electronics,62,New York,23161
4486,03/06/2013,324.91,Electronics,62,New York,23161
4486,16/06/2013,324.91,Electronics,62,New York,23161
4486,28/06/2013,324.91,Electronics,62,New York,23161
4486,11/07/2013,324.91,Electronics,62,New York,23161
4486,24/07/2013,324.91,Electronics,62,New York,23161
4486,05/08/2013,324.91,Electronics,62,New York,23161
4486,18/08/2013,324.91,Electronics,62,New York,23161
4486,31/08/2013,324.91,Electronics,62,New York,23161
6870,03/01/2013,230.79,Furniture,17,New York,91494
6870,15/01/2013,230.79,Furniture,17,New York,91494
6870,28/01/2013,230.79,Furniture,17,New York,91494
6870,09/02/2013,230.79,Furniture,17,New York,91494
6870,22/02/2013,230.79,Furniture,17,New York,91494
6870,07/03/2013,230.79,Furniture,17,New York,91494
6870,19/03/2013,230.79,Furniture,17,New York,91494
6870,01/04/2013,230.79,Furniture,17,New York,91494
6870,14/04/2013,230.79,Furniture,17,New York,91494
6870,26/04/2013,230.79,Furniture,17,New York,91494
6870,09/05/2013,230.79,Furniture,17,New York,91494
6870,21/05/2013,230.79,Furniture,17,New York,91494
6870,03/06/2013,230.79,Furniture,17,New York,91494
6870,16/06/2013,230.79,Furniture,17,New York,91494
6870,28/06/2013,230.79,Furniture,17,New York,91494
6870,11/07/2013,230.79,Furniture,17,New York,91494
6870,24/07/2013,230.79,Furniture,17,New York,91494
6870,05/08/2013,230.79,Furniture,17,New York,91494
6870,18/08/2013,230.79,Furniture,17,New York,91494
6870,31/08/2013,230.79,Furniture,17,New York,91494
4345,03/01/2013,201.04,Toys,78,New York,72785
4345,15/01/2013,201.04,Toys,78,New York,72785
4345,28/01/2013,201.04,Toys,78,New York,72785
4345,09/02/2013,201.04,Toys,78,New York,72785
4345,22/02/2013,201.04,Toys,78,New York,72785
4345,07/03/2013,201.04,Toys,78,New York,72785
4345,19/03/2013,201.04,Toys,78,New York,72785
4345,01/04/2013,201.04,Toys,78,New York,72785
4345,14/04/2013,201.04,Toys,78,New York,72785
4345,26/04/2013,201.04,Toys,78,New York,72785
4345,09/05/2013,201.04,Toys,78,New York,72785
4345,21/05/2013,201.04,Toys,78,New York,72785
4345,03/06/2013,201.04,Toys,78,New York,72785
4345,16/06/2013,201.04,Toys,78,New York,72785
4345,28/06/2013,201.04,Toys,78,New York,72785
4345,11/07/2013,201.04,Toys,78,New York,72785
4345,24/07/2013,201.04,Toys,78,New York,72785
4345,05/08/2013,201.04,Toys,78,New York,72785
4345,18/08/2013,201.04,Toys,78,New York,72785
4345,31/08/2013,201.04,Toys,78,New York,72785
5261,03/01/2013,316.83,Toys,18,Chicago,49236
5261,15/01/2013,316.83,Toys,18,Chicago,49236
5261,28/01/2013,316.83,Toys,18,Chicago,49236
5261,09/02/2013,316.83,Toys,18,Chicago,49236
5261,22/02/2013,316.83,Toys,18,Chicago,49236
5261,07/03/2013,316.83,Toys,18,Chicago,49236
5261,19/03/2013,316.83,Toys,18,Chicago,49236
5261,01/04/2013,316.83,Toys,18,Chicago,49236
5261,14/04/2013,316.83,Toys,18,Chicago,49236
5261,26/04/2013,316.83,Toys,18,Chicago,49236
5261,09/05/2013,316.83,Toys,18,Chicago,49236
5261,21/05/2013,316.83,Toys,18,Chicago,49236
5261,03/06/2013,316.83,Toys,18,Chicago,49236
5261,16/06/2013,316.83,Toys,18,Chicago,49236
5261,28/06/2013,316.83,Toys,18,Chicago,49236
5261,11/07/2013,316.83,Toys,18,Chicago,49236
5261,24/07/2013,316.83,Toys,18,Chicago,49236
5261,05/08/2013,316.83,Toys,18,Chicago,49236
5261,18/08/2013,316.83,Toys,18,Chicago,49236
5261,31/08/2013,316.83,Toys,18,Chicago,49236
6052,03/01/2013,392.3,Toys,38,Phoenix,41406
6052,15/01/2013,392.3,Toys,38,Phoenix,41406
6052,28/01/2013,392.3,Toys,38,Phoenix,41406
6052,09/02/2013,392.3,Toys,38,Phoenix,41406
6052,22/02/2013,392.3,Toys,38,Phoenix,41406
6052,07/03/2013,392.3,Toys,38,Phoenix,41406
6052,19/03/2013,392.3,Toys,38,Phoenix,41406
6052,01/04/2013,392.3,Toys,38,Phoenix,41406
6052,14/04/2013,392.3,Toys,38,Phoenix,41406
6052,26/04/2013,392.3,Toys,38,Phoenix,41406
6052,09/05/2013,392.3,Toys,38,Phoenix,41406
6052,21/05/2013,392.3,Toys,38,Phoenix,41406
6052,03/06/2013,392.3,Toys,38,Phoenix,41406
6052,16/06/2013,392.3,Toys,38,Phoenix,41406
6052,28/06/2013,392.3,Toys,38,Phoenix,41406
6052,11/07/2013,392.3,Toys,38,Phoenix,41406
6052,24/07/2013,392.3,Toys,38,Phoenix,41406
6052,05/08/2013,392.3,Toys,38,Phoenix,41406
6052,18/08/2013,392.3,Toys,38,Phoenix,41406
6052,31/08/2013,392.3,Toys,38,Phoenix,41406
8941,03/01/2013,22.32,Clothing,55,Los Angeles,96064
8941,15/01/2013,22.32,Clothing,55,Los Angeles,96064
8941,28/01/2013,22.32,Clothing,55,Los Angeles,96064
8941,09/02/2013,22.32,Clothing,55,Los Angeles,96064
8941,22/02/2013,22.32,Clothing,55,Los Angeles,96064
8941,07/03/2013,22.32,Clothing,55,Los Angeles,96064
8941,19/03/2013,22.32,Clothing,55,Los Angeles,96064
8941,01/04/2013,22.32,Clothing,55,Los Angeles,96064
8941,14/04/2013,22.32,Clothing,55,Los Angeles,96064
8941,26/04/2013,22.32,Clothing,55,Los Angeles,96064
8941,09/05/2013,22.32,Clothing,55,Los Angeles,96064
8941,21/05/2013,22.32,Clothing,55,Los Angeles,96064
8941,03/06/2013,22.32,Clothing,55,Los Angeles,96064
8941,16/06/2013,22.32,Clothing,55,Los Angeles,96064
8941,28/06/2013,22.32,Clothing,55,Los Angeles,96064
8941,11/07/2013,22.32,Clothing,55,Los Angeles,96064
8941,24/07/2013,22.32,Clothing,55,Los Angeles,96064
8941,05/08/2013,22.32,Clothing,55,Los Angeles,96064
8941,18/08/2013,22.32,Clothing,55,Los Angeles,96064
8941,31/08/2013,22.32,Clothing,55,Los Angeles,96064
6997,03/01/2013,216.51,Furniture,84,Los Angeles,99131
6997,15/01/2013,216.51,Furniture,84,Los Angeles,99131
6997,28/01/2013,216.51,Furniture,84,Los Angeles,99131
6997,09/02/2013,216.51,Furniture,84,Los Angeles,99131
6997,22/02/2013,216.51,Furniture,84,Los Angeles,99131
6997,07/03/2013,216.51,Furniture,84,Los Angeles,99131
6997,19/03/2013,216.51,Furniture,84,Los Angeles,99131
6997,01/04/2013,216.51,Furniture,84,Los Angeles,99131
6997,14/04/2013,216.51,Furniture,84,Los Angeles,99131
6997,26/04/2013,216.51,Furniture,84,Los Angeles,99131
6997,09/05/2013,216.51,Furniture,84,Los Angeles,99131
6997,21/05/2013,216.51,Furniture,84,Los Angeles,99131
6997,03/06/2013,216.51,Furniture,84,Los Angeles,99131
6997,16/06/2013,216.51,Furniture,84,Los Angeles,99131
6997,28/06/2013,216.51,Furniture,84,Los Angeles,99131
6997,11/07/2013,216.51,Furniture,84,Los Angeles,99131
6997,24/07/2013,216.51,Furniture,84,Los Angeles,99131
6997,05/08/2013,216.51,Furniture,84,Los Angeles,99131
6997,18/08/2013,216.51,Furniture,84,Los Angeles,99131
6997,31/08/2013,216.51,Furniture,84,Los Angeles,99131
2365,03/01/2013,226.13,Furniture,57,Houston,45450
2365,03/01/2013,53.53,Electronics,59,Chicago,13659
2365,15/01/2013,226.13,Furniture,57,Houston,45450
2365,15/01/2013,53.53,Electronics,59,Chicago,13659
2365,28/01/2013,226.13,Furniture,57,Houston,45450
2365,28/01/2013,53.53,Electronics,59,Chicago,13659
2365,09/02/2013,226.13,Furniture,57,Houston,45450
2365,09/02/2013,53.53,Electronics,59,Chicago,13659
2365,22/02/2013,226.13,Furniture,57,Houston,45450
2365,22/02/2013,53.53,Electronics,59,Chicago,13659
2365,07/03/2013,226.13,Furniture,57,Houston,45450
2365,07/03/2013,53.53,Electronics,59,Chicago,13659
2365,19/03/2013,226.13,Furniture,57,Houston,45450
2365,19/03/2013,53.53,Electronics,59,Chicago,13659
2365,01/04/2013,226.13,Furniture,57,Houston,45450
2365,01/04/2013,53.53,Electronics,59,Chicago,13659
2365,14/04/2013,226.13,Furniture,57,Houston,45450
2365,14/04/2013,53.53,Electronics,59,Chicago,13659
2365,26/04/2013,226.13,Furniture,57,Houston,45450
2365,26/04/2013,53.53,Electronics,59,Chicago,13659
2365,09/05/2013,226.13,Furniture,57,Houston,45450
2365,09/05/2013,53.53,Electronics,59,Chicago,13659
2365,21/05/2013,226.13,Furniture,57,Houston,45450
2365,21/05/2013,53.53,Electronics,59,Chicago,13659
2365,03/06/2013,226.13,Furniture,57,Houston,45450
2365,03/06/2013,53.53,Electronics,59,Chicago,13659
2365,16/06/2013,226.13,Furniture,57,Houston,45450
2365,16/06/2013,53.53,Electronics,59,Chicago,13659
2365,28/06/2013,226.13,Furniture,57,Houston,45450
2365,28/06/2013,53.53,Electronics,59,Chicago,13659
2365,11/07/2013,226.13,Furniture,57,Houston,45450
2365,11/07/2013,53.53,Electronics,59,Chicago,13659
2365,24/07/2013,226.13,Furniture,57,Houston,45450
2365,24/07/2013,53.53,Electronics,59,Chicago,13659
2365,05/08/2013,226.13,Furniture,57,Houston,45450
2365,05/08/2013,53.53,Electronics,59,Chicago,13659
2365,18/08/2013,226.13,Furniture,57,Houston,45450
2365,18/08/2013,53.53,Electronics,59,Chicago,13659
2365,31/08/2013,226.13,Furniture,57,Houston,45450
2365,31/08/2013,53.53,Electronics,59,Chicago,13659
3192,03/01/2013,485.66,Clothing,74,New York,77600
3192,15/01/2013,485.66,Clothing,74,New York,77600
3192,28/01/2013,485.66,Clothing,74,New York,77600
3192,09/02/2013,485.66,Clothing,74,New York,77600
3192,22/02/2013,485.66,Clothing,74,New York,77600
3192,07/03/2013,485.66,Clothing,74,New York,77600
3192,19/03/2013,485.66,Clothing,74,New York,77600
3192,01/04/2013,485.66,Clothing,74,New York,77600
3192,14/04/2013,485.66,Clothing,74,New York,77600
3192,26/04/2013,485.66,Clothing,74,New York,77600
3192,09/05/2013,485.66,Clothing,74,New York,77600
3192,21/05/2013,485.66,Clothing,74,New York,77600
3192,03/06/2013,485.66,Clothing,74,New York,77600
3192,16/06/2013,485.66,Clothing,74,New York,77600
3192,28/06/2013,485.66,Clothing,74,New York,77600
3192,11/07/2013,485.66,Clothing,74,New York,77600
3192,24/07/2013,485.66,Clothing,74,New York,77600
3192,05/08/2013,485.66,Clothing,74,New York,77600
3192,18/08/2013,485.66,Clothing,74,New York,77600
3192,31/08/2013,485.66,Clothing,74,New York,77600
2663,03/01/2013,113.76,Toys,11,Phoenix,29385
2663,15/01/2013,113.76,Toys,11,Phoenix,29385
2663,28/01/2013,113.76,Toys,11,Phoenix,29385
2663,09/02/2013,113.76,Toys,11,Phoenix,29385
2663,22/02/2013,113.76,Toys,11,Phoenix,29385
2663,07/03/2013,113.76,Toys,11,Phoenix,29385
2663,19/03/2013,113.76,Toys,11,Phoenix,29385
2663,01/04/2013,113.76,Toys,11,Phoenix,29385
2663,14/04/2013,113.76,Toys,11,Phoenix,29385
2663,26/04/2013,113.76,Toys,11,Phoenix,29385
2663,09/05/2013,113.76,Toys,11,Phoenix,29385
2663,21/05/2013,113.76,Toys,11,Phoenix,29385
2663,03/06/2013,113.76,Toys,11,Phoenix,29385
2663,16/06/2013,113.76,Toys,11,Phoenix,29385
2663,28/06/2013,113.76,Toys,11,Phoenix,29385
